movie,production_budget,worldwide_gross,profit_percent,genres,release_year,month,tconst
Pirates of the Caribbean: On Stranger Tides,410600000,1045663875,154.67,"['Action', 'Adventure', 'Fantasy']",2011,5,tt1298650
Dark Phoenix,350000000,149762350,-57.21,"['Action', 'Adventure', 'Sci-Fi']",2019,6,tt6565702
Avengers: Age of Ultron,330600000,1403013963,324.38,"['Action', 'Adventure', 'Sci-Fi']",2015,5,tt2395427
Avengers: Infinity War,300000000,2048134200,582.71,"['Action', 'Adventure', 'Sci-Fi']",2018,4,tt4154756
Justice League,300000000,655945209,118.65,"['Action', 'Adventure', 'Fantasy']",2017,11,tt0974015
Spectre,300000000,879620923,193.21,"['Action', 'Adventure', 'Thriller']",2015,11,tt2379713
The Dark Knight Rises,275000000,1084439099,294.34,"['Action', 'Thriller']",2012,7,tt1345836
Solo: A Star Wars Story,275000000,393151347,42.96,"['Action', 'Adventure', 'Fantasy']",2018,5,tt3778644
The Lone Ranger,275000000,260002115,-5.45,"['Action', 'Adventure', 'Western']",2013,7,tt1210819
John Carter,275000000,282778100,2.83,"['Action', 'Adventure', 'Sci-Fi']",2012,3,tt0401729
Tangled,260000000,586477240,125.57,"['Adventure', 'Animation', 'Comedy']",2010,11,tt0398286
Captain America: Civil War,250000000,1140069413,356.03,"['Action', 'Adventure', 'Sci-Fi']",2016,5,tt3498820
Batman v Superman: Dawn of Justice,250000000,867500281,247.0,"['Action', 'Adventure', 'Fantasy']",2016,3,tt2975590
The Hobbit: An Unexpected Journey,250000000,1017003568,306.8,"['Adventure', 'Family', 'Fantasy']",2012,12,tt0903624
The Hobbit: The Desolation of Smaug,250000000,960366855,284.15,"['Adventure', 'Fantasy']",2013,12,tt1170358
The Hobbit: The Battle of the Five Armies,250000000,945577621,278.23,"['Adventure', 'Fantasy']",2014,12,tt2310332
The Fate of the Furious,250000000,1234846267,393.94,"['Action', 'Crime', 'Thriller']",2017,4,tt4630562
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,788241137,242.71,"['Action', 'Adventure', 'Fantasy']",2017,5,tt1790809
The Avengers,225000000,1517935897,574.64,"['Action', 'Adventure', 'Sci-Fi']",2012,5,tt0848228
Man of Steel,225000000,667999518,196.89,"['Action', 'Adventure', 'Sci-Fi']",2013,6,tt0770828
The Amazing Spider-Man,220000000,757890267,244.5,"['Action', 'Adventure', 'Sci-Fi']",2012,7,tt0948470
Battleship,220000000,313477717,42.49,"['Action', 'Adventure', 'Sci-Fi']",2012,5,tt1440129
Transformers: The Last Knight,217000000,602893340,177.83,"['Action', 'Adventure', 'Sci-Fi']",2017,6,tt3371366
Jurassic World,215000000,1648854864,666.91,"['Action', 'Adventure', 'Sci-Fi']",2015,6,tt0369610
Men in Black 3,215000000,654213485,204.29,"['Action', 'Adventure', 'Comedy']",2012,5,tt1409024
Transformers: Age of Extinction,210000000,1104039076,425.73,"['Action', 'Adventure', 'Sci-Fi']",2014,6,tt2109248
Robin Hood,210000000,322459006,53.55,"['Action', 'Adventure', 'Drama']",2010,5,tt0955308
Robin Hood,99000000,84747441,-14.4,"['Action', 'Adventure', 'Thriller']",2018,11,tt4532826
Black Panther,200000000,1348258224,574.13,"['Action', 'Adventure', 'Sci-Fi']",2018,2,tt1825683
Incredibles 2,200000000,1242520711,521.26,"['Action', 'Adventure', 'Animation']",2018,6,tt3606756
Rogue One: A Star Wars Story,200000000,1049102856,424.55,"['Action', 'Adventure', 'Sci-Fi']",2016,12,tt3748528
Finding Dory,200000000,1021215193,410.61,"['Adventure', 'Animation', 'Comedy']",2016,6,tt2277860
Toy Story 3,200000000,1068879522,434.44,"['Adventure', 'Animation', 'Comedy']",2010,6,tt0435761
Iron Man 3,200000000,1215392272,507.7,"['Action', 'Adventure', 'Sci-Fi']",2013,5,tt1300854
Guardians of the Galaxy Vol 2,200000000,862316233,331.16,"['Action', 'Adventure', 'Comedy']",2017,5,tt3896198
Alice in Wonderland,200000000,1025491110,412.75,"['Adventure', 'Family', 'Fantasy']",2010,3,tt1014759
Skyfall,200000000,1110526981,455.26,"['Action', 'Adventure', 'Thriller']",2012,11,tt1074638
Monsters University,200000000,743588329,271.79,"['Adventure', 'Animation', 'Comedy']",2013,6,tt1453405
Oz the Great and Powerful,200000000,490359051,145.18,"['Adventure', 'Family', 'Fantasy']",2013,3,tt1623205
X-Men: Days of Future Past,200000000,747862775,273.93,"['Action', 'Adventure', 'Sci-Fi']",2014,5,tt1877832
The Amazing Spider-Man 2,200000000,708996336,254.5,"['Action', 'Adventure', 'Sci-Fi']",2014,5,tt1872181
Cars 2,200000000,560155383,180.08,"['Adventure', 'Animation', 'Comedy']",2011,6,tt1216475
Tron: Legacy,200000000,400062763,100.03,"['Action', 'Adventure', 'Fantasy']",2010,12,tt1104001
Fantastic Beasts: The Crimes of Grindelwald,200000000,652220086,226.11,"['Adventure', 'Family', 'Fantasy']",2018,11,tt4123430
Green Lantern,200000000,219535492,9.77,"['Action', 'Adventure', 'Sci-Fi']",2011,6,tt1133985
Transformers: Dark of the Moon,195000000,1123790543,476.3,"['Action', 'Adventure', 'Sci-Fi']",2011,6,tt1399103
The Mummy,195000000,409953905,110.23,"['Action', 'Adventure', 'Fantasy']",2017,6,tt2345759
Jack the Giant Slayer,195000000,197687603,1.38,"['Adventure', 'Fantasy']",2013,3,tt1351685
Furious 7,190000000,1518722794,699.33,"['Action', 'Crime', 'Thriller']",2015,4,tt2820852
Star Trek Into Darkness,190000000,467381584,145.99,"['Action', 'Adventure', 'Sci-Fi']",2013,5,tt1408101
World War Z,190000000,531514650,179.74,"['Action', 'Adventure', 'Horror']",2013,6,tt0816711
The Great Gatsby,190000000,351040419,84.76,"['Drama', 'Romance']",2013,5,tt1343092
Pacific Rim,190000000,411002906,116.32,"['Action', 'Adventure', 'Sci-Fi']",2013,7,tt1663662
The Good Dinosaur,187500000,333771037,78.01,"['Adventure', 'Animation', 'Comedy']",2015,11,tt1979388
Brave,185000000,554606532,199.79,"['Adventure', 'Animation', 'Comedy']",2012,6,tt1217209
Kong: Skull Island,185000000,561072059,203.28,"['Action', 'Adventure', 'Fantasy']",2017,3,tt3731562
Star Trek Beyond,185000000,335802233,81.51,"['Action', 'Adventure', 'Sci-Fi']",2016,7,tt2660888
Blade Runner 2049,185000000,259357408,40.19,"['Drama', 'Mystery', 'Sci-Fi']",2017,10,tt1856101
Aladdin,182000000,619234314,240.24,"['Adventure', 'Comedy', 'Family']",2019,5,tt6139732
Thor: Ragnarok,180000000,846980024,370.54,"['Action', 'Adventure', 'Comedy']",2017,11,tt3501632
Maleficent,180000000,758536735,321.41,"['Action', 'Adventure', 'Family']",2014,5,tt1587310
Fantastic Beasts and Where to Find Them,180000000,802402853,345.78,"['Adventure', 'Family', 'Fantasy']",2016,11,tt3183660
The Legend of Tarzan,180000000,348902025,93.83,"['Action', 'Adventure', 'Drama']",2016,7,tt0918940
Hugo,180000000,180047784,0.03,"['Adventure', 'Drama', 'Family']",2011,11,tt0970179
Valerian and the City of a Thousand Planets,180000000,215098356,19.5,"['Action', 'Adventure', 'Fantasy']",2017,7,tt2239822
Jupiter Ascending,179000000,181982519,1.67,"['Action', 'Adventure', 'Sci-Fi']",2015,2,tt1617661
X-Men: Apocalypse,178000000,542537546,204.8,"['Action', 'Adventure', 'Sci-Fi']",2016,5,tt3385516
The Meg,178000000,529530715,197.49,"['Action', 'Horror', 'Sci-Fi']",2018,8,tt4779682
Edge of Tomorrow,178000000,370541256,108.17,"['Action', 'Sci-Fi']",2014,6,tt1631867
Captain Marvel,175000000,1123061550,541.75,"['Action', 'Adventure', 'Sci-Fi']",2019,3,tt4154664
The Jungle Book,175000000,962854547,450.2,"['Adventure', 'Drama', 'Family']",2016,4,tt3040964
Inside Out,175000000,854235992,388.13,"['Adventure', 'Animation', 'Comedy']",2015,6,tt2096673
Spider-Man: Homecoming,175000000,880166350,402.95,"['Action', 'Adventure', 'Sci-Fi']",2017,7,tt2250912
Suicide Squad,175000000,746059887,326.32,"['Action', 'Adventure', 'Fantasy']",2016,8,tt1386697
Coco,175000000,798008101,356.0,"['Adventure', 'Animation', 'Comedy']",2017,11,tt2380307
Ralph Breaks The Internet,175000000,524283695,199.59,"['Adventure', 'Animation', 'Comedy']",2018,11,tt5848272
Cars 3,175000000,383541369,119.17,"['Adventure', 'Animation', 'Comedy']",2017,6,tt3606752
King Arthur: Legend of the Sword,175000000,139630336,-20.21,"['Action', 'Adventure', 'Drama']",2017,5,tt1972591
47 Ronin,175000000,151716815,-13.3,"['Action', 'Adventure', 'Drama']",2013,12,tt1335975
Jurassic World: Fallen Kingdom,170000000,1305772799,668.1,"['Action', 'Adventure', 'Sci-Fi']",2018,6,tt4881806
Guardians of the Galaxy,170000000,770867516,353.45,"['Action', 'Adventure', 'Comedy']",2014,8,tt2015381
Iron Man 2,170000000,621156389,265.39,"['Action', 'Adventure', 'Sci-Fi']",2010,5,tt1228705
Captain America: The Winter Soldier,170000000,714401889,320.24,"['Action', 'Adventure', 'Sci-Fi']",2014,4,tt1843866
Dawn of the Planet of the Apes,170000000,710644566,318.03,"['Action', 'Adventure', 'Drama']",2014,7,tt2103281
Snow White and the Huntsman,170000000,401021746,135.9,"['Action', 'Adventure', 'Drama']",2012,6,tt1735898
Dumbo,170000000,345004422,102.94,"['Adventure', 'Family', 'Fantasy']",2019,3,tt3861390
Tomorrowland,170000000,206627518,21.55,"['Action', 'Adventure', 'Family']",2015,5,tt1964418
Alita: Battle Angel,170000000,402976036,137.04,"['Action', 'Adventure', 'Sci-Fi']",2019,2,tt0437086
Godzilla: King of the Monsters,170000000,299276941,76.05,"['Action', 'Adventure', 'Fantasy']",2019,5,tt3741700
Alice Through the Looking Glass,170000000,276928112,62.9,"['Adventure', 'Family', 'Fantasy']",2016,5,tt2567026
Shrek Forever After,165000000,756244673,358.33,"['Adventure', 'Animation', 'Comedy']",2010,5,tt0892791
Doctor Strange,165000000,676404566,309.94,"['Action', 'Adventure', 'Fantasy']",2016,11,tt1211837
Big Hero 6,165000000,652127828,295.23,"['Action', 'Adventure', 'Animation']",2014,11,tt2245084
How to Train Your Dragon,165000000,494870992,199.92,"['Action', 'Adventure', 'Animation']",2010,3,tt0892769
Wreck-It Ralph,165000000,496511521,200.92,"['Adventure', 'Animation', 'Comedy']",2012,11,tt1772341
Interstellar,165000000,666379375,303.87,"['Adventure', 'Drama', 'Sci-Fi']",2014,11,tt0816692
Independence Day: Resurgence,165000000,384169424,132.83,"['Action', 'Adventure', 'Sci-Fi']",2016,6,tt1628841
Beauty and the Beast,160000000,1259199706,687.0,"['Family', 'Fantasy', 'Musical']",2017,3,tt2771200
Aquaman,160000000,1146894640,616.81,"['Action', 'Adventure', 'Fantasy']",2018,12,tt1477834
Inception,160000000,835524642,422.2,"['Action', 'Adventure', 'Sci-Fi']",2010,7,tt1375666
The Hunger Games: Mockingjay - Part 2,160000000,648986787,305.62,"['Action', 'Adventure', 'Sci-Fi']",2015,11,tt1951266
Godzilla,160000000,529076069,230.67,"['Action', 'Adventure', 'Sci-Fi']",2014,5,tt0831387
X-Men: First Class,160000000,355408305,122.13,"['Action', 'Adventure', 'Sci-Fi']",2011,6,tt1270798
The Sorcerer's Apprentice,160000000,217986320,36.24,"['Action', 'Adventure', 'Family']",2010,7,tt0963966
Warcraft,160000000,425522281,165.95,"['Action', 'Adventure', 'Fantasy']",2016,6,tt0803096
Deepwater Horizon,156000000,122603824,-21.41,"['Action', 'Drama', 'History']",2016,9,tt1860357
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,418186950,169.8,"['Adventure', 'Family', 'Fantasy']",2010,12,tt0980970
Terminator: Genisys,155000000,432150894,178.81,"['Action', 'Adventure', 'Sci-Fi']",2015,7,tt1340138
Pacific Rim: Uprising,155000000,290930148,87.7,"['Action', 'Adventure', 'Sci-Fi']",2018,3,tt2557478
War for the Planet of the Apes,152000000,489592267,222.1,"['Action', 'Adventure', 'Drama']",2017,7,tt3450958
Wonder Woman,150000000,821133378,447.42,"['Action', 'Adventure', 'Fantasy']",2017,6,tt0451279
Frozen,150000000,1272469910,748.31,"['Adventure', 'Animation', 'Comedy']",2013,11,tt2294629
Zootopia,150000000,1019429616,579.62,"['Adventure', 'Animation', 'Comedy']",2016,3,tt2948356
Moana,150000000,637517365,325.01,"['Adventure', 'Animation', 'Comedy']",2016,11,tt3521164
Thor: The Dark World,150000000,644602516,329.74,"['Action', 'Adventure', 'Fantasy']",2013,11,tt1981115
Dunkirk,150000000,499837368,233.22,"['Action', 'Drama', 'History']",2017,7,tt5013056
Thor,150000000,449326618,199.55,"['Action', 'Adventure', 'Fantasy']",2011,5,tt0800369
Kung Fu Panda 2,150000000,664837547,343.23,"['Action', 'Adventure', 'Animation']",2011,5,tt1302011
Mad Max: Fury Road,150000000,370098020,146.73,"['Action', 'Adventure', 'Sci-Fi']",2015,5,tt1392190
Ready Player One,150000000,579290136,286.19,"['Action', 'Adventure', 'Sci-Fi']",2018,3,tt1677720
The Last Airbender,150000000,319713881,113.14,"['Action', 'Adventure', 'Family']",2010,7,tt0938283
Wrath of the Titans,150000000,305270083,103.51,"['Action', 'Adventure', 'Fantasy']",2012,3,tt1646987
Dark Shadows,150000000,238202668,58.8,"['Comedy', 'Fantasy', 'Horror']",2012,5,tt1077368
White House Down,150000000,205440387,36.96,"['Action', 'Drama', 'Thriller']",2013,6,tt2334879
The Wolfman,150000000,142634358,-4.91,"['Drama', 'Fantasy', 'Horror']",2010,2,tt0780653
The Great Wall,150000000,334486852,122.99,"['Action', 'Adventure', 'Fantasy']",2017,2,tt2034800
Pan,150000000,151525973,1.02,"['Adventure', 'Comedy', 'Family']",2015,10,tt3332064
Mars Needs Moms,150000000,39549758,-73.63,"['Adventure', 'Animation', 'Family']",2011,3,tt1305591
Madagascar 3: Europe's Most Wanted,145000000,746921271,415.12,"['Adventure', 'Animation', 'Comedy']",2012,6,tt1277953
How to Train Your Dragon 2,145000000,614586270,323.85,"['Action', 'Adventure', 'Animation']",2014,6,tt1646971
Mr. Peabody & Sherman,145000000,269806430,86.07,"['Adventure', 'Animation', 'Comedy']",2014,3,tt0864835
Rise of the Guardians,145000000,306900902,111.66,"['Action', 'Adventure', 'Animation']",2012,11,tt1446192
Ghostbusters,144000000,229008658,59.03,"['Action', 'Comedy', 'Fantasy']",2016,7,tt1289401
Captain America: The First Avenger,140000000,370569776,164.69,"['Action', 'Adventure', 'Sci-Fi']",2011,7,tt0458339
Kung Fu Panda 3,140000000,517599142,269.71,"['Action', 'Adventure', 'Animation']",2016,1,tt2267968
G.I. Joe: Retaliation,140000000,375740705,168.39,"['Action', 'Adventure', 'Sci-Fi']",2013,3,tt1583421
Exodus: Gods and Kings,140000000,268314513,91.65,"['Action', 'Adventure', 'Drama']",2014,12,tt1528100
The BFG,140000000,199646680,42.6,"['Adventure', 'Family', 'Fantasy']",2016,7,tt3691740
Gods of Egypt,140000000,138836756,-0.83,"['Action', 'Adventure', 'Fantasy']",2016,2,tt2404233
The Croods,135000000,573068425,324.5,"['Action', 'Adventure', 'Animation']",2013,3,tt0481499
The Revenant,135000000,532938302,294.77,"['Action', 'Adventure', 'Biography']",2015,12,tt1663202
Rango,135000000,245724600,82.02,"['Adventure', 'Animation', 'Comedy']",2011,3,tt1192628
Turbo,135000000,286896578,112.52,"['Adventure', 'Animation', 'Comedy']",2013,7,tt1860353
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245328374,81.72,"['Action', 'Adventure', 'Comedy']",2016,6,tt3949660
Happy Feet Two,135000000,157956466,17.0,"['Adventure', 'Animation', 'Comedy']",2011,11,tt1402488
The Nutcracker and the Four Realms,132900000,170293899,28.14,"['Adventure', 'Family', 'Fantasy']",2018,11,tt5523010
Penguins of Madagascar,132000000,366942531,177.99,"['Adventure', 'Animation', 'Comedy']",2014,11,tt1911658
The Hunger Games: Catching Fire,130000000,864868047,565.28,"['Action', 'Adventure', 'Sci-Fi']",2013,11,tt1951264
Ant-Man and the Wasp,130000000,623144660,379.34,"['Action', 'Adventure', 'Comedy']",2018,7,tt5095030
Ant-Man,130000000,518858449,299.12,"['Action', 'Adventure', 'Comedy']",2015,7,tt0478970
Home,130000000,385997896,196.92,"['Adventure', 'Animation', 'Comedy']",2015,3,tt2224026
Mary Poppins Returns,130000000,341528518,162.71,"['Comedy', 'Family', 'Fantasy']",2018,12,tt5028340
Puss in Boots,130000000,554987477,326.91,"['Action', 'Adventure', 'Animation']",2011,10,tt0448694
Megamind,130000000,321887208,147.61,"['Action', 'Animation', 'Comedy']",2010,11,tt1001526
Rio 2,130000000,492846291,279.11,"['Adventure', 'Animation', 'Comedy']",2014,4,tt2357291
Salt,130000000,290650494,123.58,"['Action', 'Mystery', 'Thriller']",2010,7,tt0944835
Noah,130000000,352831065,171.41,"['Action', 'Adventure', 'Drama']",2014,3,tt1959490
The Adventures of Tintin,130000000,373993951,187.69,"['Action', 'Adventure', 'Animation']",2011,12,tt0983193
After Earth,130000000,251499665,93.46,"['Action', 'Adventure', 'Drama']",2013,5,tt1815862
R.I.P.D.,130000000,79076678,-39.17,"['Action', 'Adventure', 'Comedy']",2013,7,tt0790736
How to Train Your Dragon: The Hidden World,129000000,519258283,302.53,"['Action', 'Adventure', 'Animation']",2019,2,tt2386490
Logan,127000000,615461394,384.62,"['Action', 'Drama', 'Sci-Fi']",2017,3,tt3315342
Night at the Museum: Secret of the Tomb,127000000,353756621,178.55,"['Adventure', 'Comedy', 'Family']",2014,12,tt2692250
The Hunger Games: Mockingjay - Part 1,125000000,766575131,513.26,"['Action', 'Adventure', 'Sci-Fi']",2014,11,tt1951265
Fast Five,125000000,630163454,404.13,"['Action', 'Crime', 'Thriller']",2011,4,tt1596343
Teenage Mutant Ninja Turtles,125000000,485004754,288.0,"['Action', 'Adventure', 'Comedy']",2014,8,tt1291150
Sherlock Holmes: A Game of Shadows,125000000,535663443,328.53,"['Action', 'Adventure', 'Crime']",2011,12,tt1515091
The Boss Baby,125000000,510878762,308.7,"['Adventure', 'Animation', 'Comedy']",2017,3,tt3874544
Clash of the Titans,125000000,493214888,294.57,"['Action', 'Adventure', 'Fantasy']",2010,4,tt0800320
Trolls,125000000,344150134,175.32,"['Adventure', 'Animation', 'Comedy']",2016,11,tt1679335
Prometheus,125000000,402448265,221.96,"['Adventure', 'Mystery', 'Sci-Fi']",2012,6,tt1446714
The Bourne Legacy,125000000,280355920,124.28,"['Action', 'Adventure', 'Thriller']",2012,8,tt1194173
Skyscraper,125000000,304115534,143.29,"['Action', 'Adventure', 'Thriller']",2018,7,tt5758778
Total Recall,125000000,211856088,69.48,"['Action', 'Adventure', 'Mystery']",2012,8,tt1386703
Monster Trucks,125000000,61642798,-50.69,"['Action', 'Adventure', 'Comedy']",2017,1,tt3095734
Jason Bourne,120000000,416168316,246.81,"['Action', 'Thriller']",2016,7,tt4196776
Life of Pi,120000000,620912003,417.43,"['Adventure', 'Drama', 'Fantasy']",2012,11,tt0454876
Rampage,120000000,428056280,256.71,"['Action', 'Adventure', 'Sci-Fi']",2018,4,tt2231461
Elysium,120000000,286192091,138.49,"['Action', 'Drama', 'Sci-Fi']",2013,8,tt1535108
Oblivion,120000000,287916633,139.93,"['Action', 'Adventure', 'Sci-Fi']",2013,4,tt1483013
Power Rangers,120000000,142531552,18.78,"['Action', 'Adventure', 'Sci-Fi']",2017,3,tt3717490
RoboCop,120000000,242981799,102.48,"['Action', 'Crime', 'Sci-Fi']",2014,2,tt1234721
Fantastic Four,120000000,167849187,39.87,"['Action', 'Adventure', 'Drama']",2015,8,tt1502712
How Do You Know?,120000000,49628177,-58.64,"['Comedy', 'Drama', 'Romance']",2010,12,tt1341188
Knight and Day,117000000,258751370,121.16,"['Action', 'Adventure', 'Comedy']",2010,6,tt1013743
Venom,116000000,853628605,635.89,"['Action', 'Sci-Fi', 'Thriller']",2018,10,tt1270797
The Wolverine,115000000,416456852,262.14,"['Action', 'Adventure', 'Sci-Fi']",2013,7,tt1430132
Gulliver's Travels,112000000,232017848,107.16,"['Adventure', 'Comedy', 'Family']",2010,12,tt1320261
Ferdinand,111000000,289847930,161.12,"['Adventure', 'Animation', 'Comedy']",2017,12,tt3411444
Deadpool 2,110000000,786680557,615.16,"['Action', 'Adventure', 'Comedy']",2018,5,tt5463162
Gravity,110000000,693698673,530.64,"['Drama', 'Sci-Fi', 'Thriller']",2013,10,tt1454468
San Andreas,110000000,456258539,314.78,"['Action', 'Adventure', 'Drama']",2015,5,tt2126355
The Smurfs,110000000,563749323,412.5,"['Adventure', 'Animation', 'Comedy']",2011,7,tt0472181
300: Rise of an Empire,110000000,330780051,200.71,"['Action', 'Fantasy', 'War']",2014,3,tt1253863
Passengers,110000000,302239672,174.76,"['Drama', 'Romance', 'Sci-Fi']",2016,12,tt1355644
The Green Hornet,110000000,229155503,108.32,"['Action', 'Comedy', 'Crime']",2011,1,tt0990407
Real Steel,110000000,263880341,139.89,"['Action', 'Drama', 'Family']",2011,10,tt0433035
The A-Team,110000000,177241171,61.13,"['Action', 'Adventure', 'Thriller']",2010,6,tt0429493
The Smurfs 2,110000000,348547523,216.86,"['Adventure', 'Animation', 'Comedy']",2013,7,tt2017020
Ender's Game,110000000,127983283,16.35,"['Action', 'Adventure', 'Fantasy']",2013,11,tt1731141
Ghost in the Shell,110000000,167910690,52.65,"['Action', 'Drama', 'Sci-Fi']",2017,3,tt1219827
Men in Black: International,110000000,3100000,-97.18,"['Action', 'Adventure', 'Comedy']",2019,6,tt2283336
The Martian,108000000,655271443,506.73,"['Adventure', 'Drama', 'Sci-Fi']",2015,10,tt3659388
Allied,106000000,119266661,12.52,"['Action', 'Drama', 'Romance']",2016,11,tt3640424
Ice Age: Collision Course,105000000,402156682,283.01,"['Adventure', 'Animation', 'Comedy']",2016,7,tt3416828
Kingsman: The Golden Circle,104000000,408803696,293.08,"['Action', 'Adventure', 'Comedy']",2017,9,tt4649466
A Wrinkle in Time,103000000,133401882,29.52,"['Adventure', 'Family', 'Fantasy']",2018,3,tt1620680
Bumblebee,102000000,465195589,356.07,"['Action', 'Adventure', 'Sci-Fi']",2018,12,tt4701182
Cloud Atlas,102000000,130673154,28.11,"['Action', 'Drama', 'Mystery']",2012,10,tt1371111
Django Unchained,100000000,449948323,349.95,"['Drama', 'Western']",2012,12,tt1853728
Little Fockers,100000000,310650574,210.65,"['Comedy', 'Romance']",2010,12,tt0970866
The Other Guys,100000000,170936470,70.94,"['Action', 'Comedy', 'Crime']",2010,8,tt1386588
The Wolf of Wall Street,100000000,389870414,289.87,"['Biography', 'Crime', 'Drama']",2013,12,tt0993846
Epic,100000000,262794441,162.79,"['Adventure', 'Animation', 'Family']",2013,5,tt0848537
The Expendables 2,100000000,311979256,211.98,"['Action', 'Adventure', 'Thriller']",2012,8,tt1764651
Hercules,100000000,243388614,143.39,"['Action', 'Adventure', 'Fantasy']",2014,7,tt1267297
The Tourist,100000000,278731369,178.73,"['Action', 'Adventure', 'Thriller']",2010,12,tt1243957
Legend of the Guardians: The Owls of Ga'Hoole,100000000,139716717,39.72,"['Action', 'Adventure', 'Animation']",2010,9,tt1219342
Wonder Park,100000000,115149422,15.15,"['Adventure', 'Animation', 'Comedy']",2019,3,tt6428676
The Expendables 3,100000000,209461378,109.46,"['Action', 'Adventure', 'Thriller']",2014,8,tt2333784
Green Zone,100000000,97523020,-2.48,"['Action', 'Drama', 'Thriller']",2010,3,tt0947810
Geostorm,100000000,220796009,120.8,"['Action', 'Sci-Fi', 'Thriller']",2017,10,tt1981128
Point Break,100000000,126704591,26.7,"['Action', 'Crime', 'Sport']",2015,12,tt2058673
In the Heart of the Sea,100000000,89693309,-10.31,"['Action', 'Adventure', 'Biography']",2015,12,tt1390411
Transcendence,100000000,103039258,3.04,"['Action', 'Drama', 'Sci-Fi']",2014,4,tt2209764
Mortal Engines,100000000,85287417,-14.71,"['Action', 'Adventure', 'Fantasy']",2018,12,tt1571234
The Peanuts Movie,99000000,250091610,152.62,"['Adventure', 'Animation', 'Comedy']",2015,11,tt2452042
The LEGO Movie 2: The Second Part,99000000,190325698,92.25,"['Action', 'Adventure', 'Animation']",2019,2,tt3513498
Alien: Covenant,97000000,238521247,145.9,"['Horror', 'Sci-Fi', 'Thriller']",2017,5,tt2316204
Cinderella,95000000,534551353,462.69,"['Drama', 'Family', 'Fantasy']",2015,3,tt1661199
Sex and the City 2,95000000,294680778,210.19,"['Comedy', 'Drama', 'Romance']",2010,5,tt1261945
Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,134.79,"['Adventure', 'Family', 'Fantasy']",2010,2,tt0814255
The Campaign,95000000,104907746,10.43,['Comedy'],2012,8,tt1790886
Unstoppable,95000000,165720921,74.44,"['Action', 'Thriller']",2010,11,tt0477080
Ben-Hur,95000000,91669648,-3.51,"['Action', 'Adventure', 'Drama']",2016,8,tt2638144
Seventh Son,95000000,108874967,14.61,"['Action', 'Adventure', 'Fantasy']",2015,2,tt1121096
Kingsman: The Secret Service,94000000,404561724,330.38,"['Action', 'Adventure', 'Comedy']",2015,2,tt2802144
Rise of the Planet of the Apes,93000000,470986200,406.44,"['Action', 'Drama', 'Sci-Fi']",2011,8,tt1318514
A Good Day to Die Hard,92000000,304249198,230.71,"['Action', 'Thriller']",2013,2,tt1606378
The Secret Life of Walter Mitty,91000000,187861183,106.44,"['Adventure', 'Comedy', 'Drama']",2013,12,tt0359950
Rio,90000000,487519809,441.69,"['Adventure', 'Animation', 'Comedy']",2011,4,tt1436562
The Girl with the Dragon Tattoo,90000000,239373970,165.97,"['Crime', 'Drama', 'Mystery']",2011,12,tt1568346
The Magnificent Seven,90000000,162525156,80.58,"['Action', 'Adventure', 'Western']",2016,9,tt2404435
Alvin and the Chipmunks: The Road Chip,90000000,249517956,177.24,"['Adventure', 'Animation', 'Comedy']",2015,12,tt2974918
Pixels,90000000,244041804,171.16,"['Action', 'Comedy', 'Sci-Fi']",2015,7,tt2120120
Percy Jackson: Sea of Monsters,90000000,200859554,123.18,"['Adventure', 'Family', 'Fantasy']",2013,8,tt1854564
Now You See Me 2,90000000,328325007,264.81,"['Action', 'Adventure', 'Comedy']",2016,6,tt3110958
Tomb Raider,90000000,273477501,203.86,"['Action', 'Adventure', 'Fantasy']",2018,3,tt1365519
Conan the Barbarian,90000000,63356133,-29.6,"['Action', 'Adventure', 'Fantasy']",2011,8,tt0816462
The Three Musketeers,90000000,139877913,55.42,"['Action', 'Adventure', 'Romance']",2011,10,tt1509767
The Promise,90000000,10551417,-88.28,['Drama'],2017,4,tt10013288
The Nutcracker in 3D,90000000,20466016,-77.26,"['Action', 'Family', 'Fantasy']",2010,11,tt1041804
The Predator,88000000,159487563,81.24,"['Action', 'Adventure', 'Sci-Fi']",2018,9,tt3829266
Divergent,85000000,276014965,224.72,"['Action', 'Adventure', 'Mystery']",2014,3,tt1840309
Hotel Transylvania,85000000,378505812,345.3,"['Animation', 'Comedy', 'Family']",2012,9,tt0837562
Shazam!,85000000,362899733,326.94,"['Action', 'Adventure', 'Comedy']",2019,4,tt0448115
Safe House,85000000,208542162,145.34,"['Action', 'Adventure', 'Crime']",2012,2,tt1599348
Tower Heist,85000000,150422946,76.97,"['Action', 'Comedy', 'Crime']",2011,11,tt0471042
Mirror Mirror,85000000,173613482,104.25,"['Adventure', 'Comedy', 'Drama']",2012,3,tt1667353
Arthur Christmas,85000000,149717124,76.14,"['Adventure', 'Animation', 'Comedy']",2011,11,tt1430607
xXx: Return of Xander Cage,85000000,345033359,305.92,"['Action', 'Adventure', 'Thriller']",2017,1,tt1293847
Cats & Dogs: The Revenge of Kitty Galore,85000000,113026383,32.97,"['Action', 'Comedy', 'Family']",2010,7,tt1287468
